Name,Category,Phone,Address,City,Zipcode,Website,AdditionalInfo
City Year,Community Service,(206) 219-5010,309 23rd Ave S,Seattle,9814,http://www.cityyear.org/seattle.aspx,"Engages young adults, 17 - 24, in full-time community service."
Classic Helicopter Corporation,Aviation,(206) 767-0515,6505 Perimeter Road,Seattle,981,http://www.ClassicHelicopterCorp.com,Aircraft Pilot - Various certifications available
Construction Industry Training Council,Construction Trades,(425) 454-2482,1930 - 116th Avenue NE,Bellevue,9,http://www.citcwa.org,"Programs Available: Carpentry, Electrician, Heating, Refrigeration, and Air Conditioning Maintenance, Heavy Equipment Operator"
Cornish College of the Arts,Art,(206) 726-5151,1000 Lenora Street,Seattle,981,http://www.cornish.edu,"Also at: 710 East Roy Street Seattle, WA 98102, Title IV Code: 012315, Programs offered: Art, Video Art [BFA], Art [BFA]"
Center for Career Alternatives,Education,(206) 322-9080,901 Rainier Ave S.,Seattle,9814,,Middle School Re-Entry Program: Conducts a re-entry program into the Seattle school district for expelled youth; This is NOT an alternative school.
Everest College (formerly Ashmead College),Healthcare,(206) 440-3090,"2111 Northgate Way, Sui",Seattle,981,http://www.everest.edu/campus/seattle?d,"Exercise Science, Fitness Trainer Program [Cert], Massage Therapy, Aromatherapy and Spa Specialist [Cert], Clinical and Sports Massage Specialist [Cert], Professional Licensing Program [Cert]"
Blue Ribbon Cooking and Culinary Center,Culinary Arts,(206) 328-2442,2501 Fairview Ave. E,Seattle,9810,http://www.blueribboncooking.com/,Call for information
Blackjack Academy,Gaming Operations,(206) 988-5018,15505 - 1st Ave. South,Burien,981,http://blackjackacademy.netfirms.com,"Floor Training [Cert], Pit Games [Cert], Poker 1 [Cert], Poker 2 [Cert]"
National Black Child Development Institute - Seattle Affiliate,Education,(206) 723-8105,,Seattle,WA,,Awards two scholarships for tuition and books annually; Offers Spirit of Excellence Award to high school student volunteer.
Bellevue Massage School Center for Healing Arts,Massage Therapy,(425) 641-3409,"15921 NE 8th, #C106",Bellevue,9,http://www.bellevuemassageschool.com,"Massage Therapy Professional Licensing Program (541-Hour) [Cert], Professional Licensing Transfer Student Program (513-Hour) [Cert]"
Bellevue Community College,Education,(425) 564-1000,3000 Landerholm Circle,Bellevue,98,http://bellevuecollege.edu/,"Title IV Code: 003769, Career Education Options (CEO): Provides tuition, books, and fees for occupational programs; Offers career education classes and workshops"
Bellevue Beauty School,Cosmetology,(425) 643-0270,14045 NE 20th Street,Bellevue,9,http://www.bellevuebeautyschool.com/,"Title IV Code: 014618, Cosmetology [Dipl], Instructor Student Training [Dipl]"
Bastyr University,Healthcare,(425) 602-3330,14500 Juanita Drive NE,Kenmore,9,http://www.bastyr.edu,"Programs offered: Acupuncture and Oriental Medicine, Acupuncture and Oriental Medicine [MS], Acupuncture [MS], Chinese Herbal Medicine [Post-Master's Cert], Doctor of Acupuncture and Oriental Medicine [DAOM], Natural Health Sciences/Acupuncture and Oriental M"
Seattle Bartending School Admissions,Hospitality,(425) 13208,"NE 20th Street, Su",Bellevue,9,http://www.seattlebartendingcollege.com,"Mixology/Commercial Bartending, Mixology [Dipl]"
A Professional Gaming Institute,Gaming Operations,(425) 235-5655,221-C South 4th Place,Renton,980,http://www.dealerschool.org/,"Casino and Gaming Operations, Craps Dealer Training [Cert], Floor Supervisor Training [Cert], Pit Dealer Training [Cert], Poker Dealer Training [Cert], Roulette Dealer Training [Cert]"
Auburn School District,Education,(253) 931-4999,915 4th St NE,Auburn,980,,Native American Education: Conducts Native American education program for district students.
"Cascade Beauty College, LLC",Cosmetology,(425) 226-2457,17160 - 116th Avenue SE,Renton,980,,"Programs Available: Barbering [Cert], Cosmetology [Cert], Esthetics [Cert], Instructor Training [Cert], Manicurist [Cert]"
Artwerks by Nancy Fulton,,(206) 248-6837,19624 Marine View Dr. S,Normandy Park,,www.artwerkstudio.com,Call for information
Arts Umbrella,,(425) 485-7422,720 238th Street SE #C,Bothell,980,www.arts-umbrella.com,Call for information
Art Institute of Seattle,Art and Design,(206) 448-6600,2323 Elliott Avenue,Seattle,981,http://www.artinstitutes.edu/seattle/,"Title IV Code: 016210, Programs Offered: Apparel Design, Fashion Design [AAA], Baking, Baking and Pastry [Dipl], Computer Animation, Animation Art and Design [AAA], Media Arts and Animation [BFA], Culinary Arts, Culinary Arts [AAA]"
Argosy University Seattle,Education,(206) 283-4500,2601-A Elliott Avenue,Seattle,981,http://www.argosy.edu,"Programs Available: Business Administration, Business Administration [DBA, MBA], Completion Program in Business Administration [BS], Clinical Psychology, Clinical Psychology [MA, PsyD], Completion Program in Psychology [BA], Counseling Psychology [EdD]"
Antioch University - Seattle,Education,(206) 268-4202,2326 - 6th Avenue,Seattle,981,http://www.antiochseattle.edu,"Programs Offered: Business Administration, Graduate Management [MS], Clinical Psychology, Clinical Psychology [PsyD], Psychology--Art Therapy (Post-Graduate Certification) [Cert], Psychology--Art Therapy [MA], Psychology--Child, Couple, and Family Therapy [M"
Anthony's Beauty School,Cosmetology,(206) 723-5223,1237 South Jackson Street Suite B and C,Seattle,981,,"Programs Available: Barbering [Cert], Cosmetology [Cert], Esthetician [Cert], Instructor Trainee [Cert], Manicurist [Cert]"
American Sign Language and Interpreting School of Seattle,Education,(206) 860-3503,"1820 East Pine Street, Sui",Seattle,981,http://www.aslis.org,"Mailing Address: PO Box 31468, Seattle, WA 98103, Sign Language Interpreter Training, ASL (Three-Year Program) [Cert], Interpreter One-Year Program [Cert]"
American College Professional Education,,(206) 244-3459,15439 53rd Ave. South,Tukwila,98,,"Accepts FASA, Title IV Code 031266"
Amasia College,Education,(206) 682-2423,519 Sixth Avenue South,Seattle,981,,"Programs Available: Accounting (1- or 2-year Program), Accounting [Dipl], Business Management, Business Management [Dipl], Business Technology, Management Information [Dipl], Computer Applications, Business Computer [D]"
Barbizon School of Modeling,Modeling and Acting,(206) 1525,"4th Avenue, Suite 5",Seattle,981,http://www.barbizonmodeling.com,"Programs Available: Modeling and Finishing, Modeling and Personal Development [Cert], Theatre Arts, Acting [Cert]"
HopeLink - Kirkland,Education,(425) 889-7880,13013 NE 65 St,Kirkland,98,http://www.hope-link.org/gethelp/adulted,Provides school supplies to children of low-income families; Must be a food bank client; Sign-up with food bank; Items are distributed last week of August.
King County Department of Community and Human Services - Work Training,Social Services,(206) 205-6765,821 2nd Ave - Suite 500,Seattle,9810,,"New Start: Promotes high school completion, post-secondary education, future employment, and avoiding contact with justice system. Serves ages 14 - 24 in Highline area."
Kenmore Air,Aviation,1-800-543-9595 x2,6321 NE 175th Street PO Box 82064,Kenmore,9,http://www.kenmoreair.com,"Aircraft Pilot, Commercial Single-Engine Sea Rating [Cert], Private Single-Engine Sea Rating [Cert]"
Kamanga CNA Training,Healthcare,(206) 271-1946,22659 Pacific Highway S Suite 301,Des Moines,WA,http://www.kamanganursing.com/,"Nursing Assistant, Nursing Assistant [Cert]"
ITT Technical Institute - Seattle,Education,(206) 244-3300,"12720 Gateway Drive, Su",Seattle,981,http://www.itt-tech.edu,"Title IV Code: 008443, Programs Offered: Visit the school's website for program information."
Monart School of Arts,,(206) 760-3797,195 Front Street North,Issaquah,98,www.issaquahdraw.com,Call for information
International Beauty College - Lynnwood Campus,Cosmetology,(425) 673-1755,"4001 198th Street SW, #1",Lynnwood,,,"Programs Available: Barbering [Dipl], Cosmetology [Dipl], Esthetician [Dipl], Manicurist [Dipl]"
International Beauty College,,(206) 723-6337,9433-9437 Rainier Avenue,Seattle,981,,Call for information
Institute for Therapeutic Learning,Therapeutic Services,(206) 783-1838,PO Box 17229,Seattle,981,http://www.findingtruemagic.com,"Hypnotherapy and Alternative Treatments, Advanced Certification [Cert], Independent Study/Tutorial Certification [Cert], Transpersonal Clinical Hypnotherapy/NLP [Cert]"
Kirkland Beauty School,,(425) 487-0437,10702 NE 68th Street,Kirkland,98,http://www.kirklandbeautyschool.com/,Title IV Code: 014089
HopeLink - Shoreline,Food Assistance,(206) 440-7300,15809 Westminster Way,Shoreline,9,http://www.hope-link.org/gethelp/adulted,Provides school supplies to children of low-income families; must be a food bank client; Sign-up with food bank; Items are distributed last week of August.
Kirkland Arts Center,,(425) 822-7161,620 Market Street,Kirkland,98,http://www.kirklandartscenter.org,Call for information
Crawford Nautical School,,(206) 667-9377,353 Alaskan Way South,Seattle,981,http://www.crawfordnautical.com,"Mailing Address PO Box 4890, Seattle, WA 98194 Programs Available -Ship Officers Celestial-In Lieu of Exam [Cert] Master 100/OUPV [Cert] Master 200GT [Cert] Master/Mate Fishing [Cert] OUTV to Master 200GT [Cert] Radar--One, Three, or Five Day [Cert] R"
Brudvik School of Refrigeration,,(425) 771-6024,20926 - 63rd Avenue We,Lynnwood,WA,,"Heating, Refrigeration, and Air Conditioning Maintenance Air Conditioning/Refrigeration [Cert]"
Highline Community College,,(206) 878-3710,2400 S 240th St,Des Moines,WA,http://www.highline.edu,"Title IV Code: 003781 South 240th Street and Pacific Highway South Women and Working Parents Program: Advises and supports women entering college or work force; offers Women's Resource Center, displaced homemaker programs, and Working Parents program."
Heritage University - Seattle Site,,(206) 764-5371,c/o South Seattle C.C. 6000 16th Aven,Seattle,981,http://www.heritage.edu,Programs Offered -Accounting (1- or 2-year Program) Accounting Technician [Cert] -Accounting (4- or 5-year Program) Accounting [BS] -American Studies American Cultural Studies [BA] -Art Visual Art [BA] -Biology Biology [BS] -Business Administration
Greenwood Academy of Hair,,(206) 782-0220,8501 Greenwood Avenue,Seattle,981,http://www.gahseattle.com/,Title IV Code: 013822 Cosmetology Cadet Instructor Training [Dipl] Cosmetology [Dipl] Estiology [Dipl]
Green River Community College - Kent Campus,,(253) 856-9595,841 North Central Avenu,Kent,98032,http://www.greenriver.edu/kent/,Programs Offered -Business Management Project Management [Cert] Supervision [Cert] -Computer and Information Systems Security Cisco Certified Security Professional [Cert] Security+ [Cert] -Computer Applications Desktop Applications Training [Cert] -Co
Green River Community College,,(253) 833-9111,12401 SE 320th St,Auburn,980,http://www.greenriver.edu,"Title IV Code: 003780 Offers Adult Basic Education, English as a Second Language, and citizenship programs; GED test administered; tutoring for students. Assists with career and educational planning."
Green River Community College - Enumclaw Campus,,(253) 288-3400,1414 Griffin Avenue,Enumclaw,WA,http://www.greenriver.edu/enumclaw/,"Programs Offered -Accounting (1- or 2-year Program) Accounting Clerk [Cert-P] Accounting [AAA, Cert-P] -Administrative Assistant/Secretarial Administrative Assistant [AAA, Cert-P] -Adult Basic Education Adult Basic Education -Aircraft Dispatcher Aviat"
HopeLink - Sno-Valley,Food Assistance,(425) 333-4417,31957 E Commercial St,Carnation,9,http://www.hope-link.org/gethelp/adulted,Provides school supplies to children of low-income families; must be a food bank client; Sign-up with food bank; Items are distributed last week of August.
Embry-Riddle Aeronautical University - SeattleAdmissions,,"(206) 1300 SW 7th Street, Suite",Renton,WA,980,http://worldwide.erau.edu/campuses-onli,"Main Campus: Embry-Riddle Aeronautical University 600 South Clyde Morris Boulevard Daytona Beach, FL 32114-3900 (386) 226-6910 or (800) 862-2416 Programs Offered -Aviation Maintenance Aircraft Maintenance [Assoc] -Aviation Management Aeronautical Sci"
Central Washington University - Des Moines,,(206) 439-3800,"2400 South 240th Street Building 29, Ro",Des Moines,WA,http://www.cwu.edu/desmoines/,"Mailing Address: PO Box 13490 Des Moines, WA 98198 Programs Offered -Accounting (4- or 5-year Program) Accounting [BS, MPA] -Aircraft Pilot Flight Technology--Commercial Pilot [BS] Flight Technology--Flight Officer [BS] -Anthropology Anthropology--Mu"
Daniel Delon Beauty Academy,,(206) 322-3529,1400 South Jackson Stree,Seattle,981,http://www.danieldelon.com/,Cosmetology Cosmetology [Cert] Esthetician [Cert] Instructor Training [Cert] Manicuring [Cert]
